gender,SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_MonthlyCharges_interaction,tenure_FiberOptic_interaction,MonthlyCharges_FiberOptic_interaction,tenure_squared,Is_Electronic_Check
0,0,1,0,-0.8702409464784621,1,0.9717626351782166,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.8456676353898956,-0.8702409464784621,0.9717626351782166,0.7573193049277295,1
0,0,1,1,-1.2367242199587352,1,0.2920876621102721,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.36123188608289686,-1.2367242199587352,0.2920876621102721,1.529486796232542,0
0,0,0,0,-1.1960038562387048,0,1.0182929511828682,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,-1.2178822963954015,-1.1960038562387048,1.0182929511828682,1.4304252241378523,1
1,0,0,0,-1.1552834925186746,1,0.33363258711442517,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.38544022045959403,-1.1552834925186746,0.33363258711442517,1.3346799480861464,0
0,0,1,1,1.4915401492832983,0,-1.4960059100684764,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-2.2313528784322316,0.0,-0.0,2.2246920169240436,0
1,0,1,1,1.6137012404433893,1,1.3340343812144315,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,2.1527329357598575,1.6137012404433893,1.3340343812144315,2.6040316934085332,0
0,0,0,0,-0.38159658183809786,1,0.9551446651765553,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.36447993939226797,-0.38159658183809786,0.9551446651765553,0.14561595127052013,1
1,0,1,1,0.3106496014024181,1,0.32532360211359457,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0.10106164732338702,0.0,0.0,0.09650317485148124,1
0,0,0,0,1.5322605130033284,0,0.6626683931473177,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1.0153806120350004,0.0,0.0,2.347822279709223,0
0,1,1,0,1.5322605130033284,1,0.8670694241677506,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.328576240684778,1.5322605130033284,0.8670694241677506,2.347822279709223,1
0,0,0,0,-1.1960038562387048,1,0.1724382780983114,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,-0.2062368455687426,-0.0,0.0,1.4304252241378523,1
1,0,0,0,1.4915401492832983,1,1.505199472231542,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,2.245065445513376,1.4915401492832983,1.505199472231542,2.2246920169240436,0
0,0,0,0,-1.0738427650786138,1,0.8222009051632655,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.8829144934506601,-1.0738427650786138,0.8222009051632655,1.1531382841116828,1
1,0,0,0,1.6137012404433893,0,0.9052907551715716,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1.4608688145822977,0.0,0.0,2.6040316934085332,0
0,0,1,0,1.4100994218432374,0,0.7108605061521354,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1.0023839887363173,0.0,0.0,1.9883803794826325,0
0,1,1,0,0.3106496014024181,1,1.1445895231954935,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0.35556627915006384,0.3106496014024181,1.1445895231954935,0.09650317485148124,0
0,0,1,1,-0.5444780367182193,1,-1.3248408190513656,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7213467281212451,-0.0,-0.0,0.29645633246852654,0
1,0,0,0,1.5322605130033284,1,-0.8213163280010305,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,-1.258470578080869,0.0,-0.0,2.347822279709223,0
0,0,0,0,-0.46303730927815856,0,0.2089978121019659,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,-0.09677378456071646,-0.0,0.0,0.21440354978355705,0
1,1,1,0,-0.015113308357824713,1,1.3340343812144315,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,-0.02016167296323359,-0.015113308357824713,1.3340343812144315,0.00022841208951869432,1
1,1,1,1,-0.13727439951791576,1,1.302460238211275,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,-0.17879444709641432,-0.13727439951791576,1.302460238211275,0.01884426076300435,1
0,0,0,0,-0.13727439951791576,1,0.31369102311243185,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.04306174683191972,-0.13727439951791576,0.31369102311243185,0.01884426076300435,1
0,0,1,0,-0.30015585439803716,1,1.0099839661820376,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,-0.30315260029768776,-0.30015585439803716,1.0099839661820376,0.09009353692941569,1
1,1,0,0,0.9214550572028734,1,1.1312951471941644,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1.0424376345711317,0.9214550572028734,1.1312951471941644,0.8490794224447507,1
0,0,1,0,0.9214550572028734,1,1.2924894562102784,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1.1909709458063529,0.9214550572028734,1.2924894562102784,0.8490794224447507,0
0,0,0,1,-1.2367242199587352,1,0.9784098231788811,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-1.2100231253708658,-1.2367242199587352,0.9784098231788811,1.529486796232542,0
0,0,0,0,-1.2367242199587352,1,-1.46443176706532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.81109823480665,-0.0,-0.0,1.529486796232542,0
1,0,0,0,1.2064976032430856,1,1.0631614701873533,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1.282701765641437,1.2064976032430856,1.0631614701873533,1.4556364666313102,1
1,0,0,1,-0.5444780367182193,1,-1.4876969250676457,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8100183009925634,-0.0,-0.0,0.29645633246852654,1
0,0,1,1,-1.0331224013585834,0,-1.4660935640654862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.5146541035236991,-0.0,-0.0,1.0673418961889258,0
1,0,1,0,-0.13727439951791576,1,0.3502505571160864,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.04808043490892621,-0.13727439951791576,0.3502505571160864,0.01884426076300435,0
1,0,1,0,-0.13727439951791576,0,-1.0307027500219619,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.14148910109072924,-0.0,-0.0,0.01884426076300435,0
1,0,0,0,-0.8295205827584317,0,0.5629605731373504,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-0.46698738269891554,-0.8295205827584317,0.5629605731373504,0.688104397219888,0
0,0,0,1,0.7178532386027215,1,0.2006888271011353,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0.14406512448593162,0.0,0.0,0.5153132721724158,0
1,0,1,1,1.4100994218432374,1,1.5434208032353631,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,2.1763767823030107,1.4100994218432374,1.5434208032353631,1.9883803794826325,0
0,0,1,1,0.025607055362205634,0,0.7108605061521354,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.018203044335843247,0.025607055362205634,0.7108605061521354,0.0006557212843230643,0
0,0,1,1,0.18848851024232702,0,0.3436033691154218,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.06476528715881025,0.0,0.0,0.035527918493371814,0
0,0,1,0,1.2879383306831464,0,-1.3215172250510334,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.702032688801252,0.0,-0.0,1.65878514364289,0
1,0,0,0,-1.2774445836787656,1,0.8354952811645946,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-1.0672989216128788,-1.2774445836787656,0.8354952811645946,1.6318646643702146,1
1,0,0,0,-0.9924020376385531,1,0.33529438411459117,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.33274683000408395,-0.9924020376385531,0.33529438411459117,0.984861804309152,1
1,0,0,0,-0.9516816739185228,0,-0.6584602219847502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6266445262672091,-0.0,-0.0,0.9056980084723615,0
1,0,0,0,-1.2774445836787656,0,-1.4860351280674797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.8983275255061827,-0.0,-0.0,1.6318646643702146,0
0,0,1,0,0.6364125111626608,0,-0.9991286070188055,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.6358579457672893,0.0,-0.0,0.4050208843643639,0
0,0,0,0,0.22920887396235737,1,0.046141706085686136,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.01057608849460217,0.0,0.0,0.052536707903091825,0
1,0,0,1,-1.1960038562387048,0,-1.481049737066981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7713411968134292,-0.0,-0.0,1.4304252241378523,0
0,0,0,0,-0.015113308357824713,0,-1.491020519067978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02253425287251821,-0.0,-0.0,0.00022841208951869432,0
1,0,0,0,-1.1960038562387048,0,-0.13665596393258767,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.1634410598413922,-0.0,-0.0,1.4304252241378523,0
0,0,0,0,-0.9109613101984924,1,1.0000131841810405,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,-0.9109733204773268,-0.9109613101984924,1.0000131841810405,0.8298505086785538,1
0,0,0,0,-1.2774445836787656,0,0.6992279271509723,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.89322492829594,-1.2774445836787656,0.6992279271509723,1.6318646643702146,0
0,0,1,0,-1.1960038562387048,1,1.0116457631822036,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,-1.209932233913463,-1.1960038562387048,1.0116457631822036,1.4304252241378523,1
0,0,0,0,-1.1960038562387048,1,-0.9958050130184734,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.1909866356319276,-0.0,-0.0,1.4304252241378523,0
0,0,1,1,0.9621754209229036,0,0.5480044001358552,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0.5272763643683197,0.0,0.0,0.9257815406281668,0
1,0,0,0,-0.9516816739185228,1,-1.3348116010523623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2703157388553756,-0.0,-0.0,0.9056980084723615,0
0,1,0,0,0.8400143297628127,1,0.3003966471111027,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2523374881860291,0.8400143297628127,0.3003966471111027,0.7056240742068673,0
0,0,0,0,1.247217966963116,0,-0.20645143793956489,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-0.25748994270359604,0.0,-0.0,1.5555526571156084,0
1,0,0,0,0.10704778280226633,0,-0.3161300399505289,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.033841019853895996,0.0,-0.0,0.011459227802881188,0
1,0,1,1,0.35136996512244845,1,1.2575917192067896,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0.4418799585159696,0.35136996512244845,1.2575917192067896,0.12346085239015064,1
1,0,0,0,-0.7888002190384014,1,-1.3165318340505352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0384805990700905,-0.0,-0.0,0.6222057855550299,0
1,0,1,1,-0.748079855318371,0,0.14751132309581955,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,-0.11035024923934215,-0.0,0.0,0.5596234699331548,0
1,0,0,0,-0.748079855318371,0,-1.491020519067978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1154024141810952,-0.0,-0.0,0.5596234699331548,0
0,0,1,1,0.758573602322752,1,0.9651154471775519,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0.7321111014228092,0.758573602322752,0.9651154471775519,0.5754339101409166,1
0,0,0,0,-1.2774445836787656,1,-0.3111446489500306,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3974700465418475,-0.0,-0.0,1.6318646643702146,1
0,0,0,0,-1.2774445836787656,1,0.1724382780983114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.22028034437558058,-1.2774445836787656,0.1724382780983114,1.6318646643702146,0
0,0,1,0,1.4508197855632678,0,-0.29452667894836937,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.42730513319453467,0.0,-0.0,2.1048780501818465,0
1,1,0,0,-1.2774445836787656,1,0.7989357471609396,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,-1.02059614291809,-1.2774445836787656,0.7989357471609396,1.6318646643702146,1
0,0,0,0,-1.2774445836787656,0,-1.2932666760482092,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.6520765105700257,-0.0,-0.0,1.6318646643702146,0
0,0,0,0,1.125056875803025,1,1.1595456961969886,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1.3045548583142275,1.125056875803025,1.1595456961969886,1.2657529737916633,1
1,1,0,0,-1.0331224013585834,0,0.29873485011093664,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.30862966571610734,-1.0331224013585834,0.29873485011093664,1.0673418961889258,0
0,0,1,1,-0.38159658183809786,0,-1.4744025490663168,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5626269729770849,-0.0,-0.0,0.14561595127052013,0
1,0,1,1,1.6137012404433893,0,0.5829021371393436,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.9406299017588613,0.0,0.0,2.6040316934085332,0
1,0,1,1,-1.1960038562387048,0,0.8338334841644282,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,-0.997268062521611,-1.1960038562387048,0.8338334841644282,1.4304252241378523,1
1,0,0,0,-1.1145631287986442,1,0.37019212111808014,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.412602488769974,-1.1145631287986442,0.37019212111808014,1.242250968077423,0
0,0,1,1,-1.0738427650786138,0,-1.4976677070686424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.6082596317275382,-0.0,-0.0,1.1531382841116828,0
0,0,1,1,-0.7888002190384014,1,-1.4960059100684764,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.180049789544757,-0.0,-0.0,0.6222057855550299,0
1,0,1,0,0.5956921474426305,0,-1.491020519067978,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.8881892148846294,0.0,-0.0,0.3548491345248127,0
1,0,1,0,-1.1960038562387048,0,-1.1619847130350858,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.3897381976803873,-0.0,-0.0,1.4304252241378523,0
1,1,1,0,-0.748079855318371,0,-1.4993295040688086,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.1216181984783593,-0.0,-0.0,0.5596234699331548,0
0,0,1,1,-0.38159658183809786,1,0.4117370461222332,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,-0.15711744941635944,-0.0,0.0,0.14561595127052013,0
0,0,1,0,1.6137012404433893,0,0.9052907551715716,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1.4608688145822977,0.0,0.0,2.6040316934085332,0
0,0,0,0,-1.2774445836787656,0,-0.6916961619880726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8836035156830534,-0.0,-0.0,1.6318646643702146,0
0,0,0,0,1.369379058123207,1,1.2742096892084507,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1.7448760640597325,1.369379058123207,1.2742096892084507,1.8751990048264016,0
1,0,1,1,0.8400143297628127,0,-1.303237458049206,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.0947381398449956,0.0,-0.0,0.7056240742068673,0
0,0,0,0,-0.8702409464784621,1,0.4732235351283796,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.4118184971060048,-0.8702409464784621,0.4732235351283796,0.7573193049277295,0
1,0,0,0,1.1657772395230555,1,1.5567151792366918,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1.814783124374189,1.1657772395230555,1.5567151792366918,1.3590365721899953,0
1,0,0,1,-1.2367242199587352,0,-0.12668518193159078,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.15667463280467706,-0.0,-0.0,1.529486796232542,0
0,0,0,0,-1.2774445836787656,0,-1.477726143066649,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.8877132576210034,-0.0,-0.0,1.6318646643702146,0
1,0,0,0,-1.2774445836787656,1,-0.9742016520163136,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.2444886237791453,-0.0,-0.0,1.6318646643702146,1
1,0,1,1,1.4100994218432374,0,0.7524054311562884,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1.060966463465194,1.4100994218432374,0.7524054311562884,1.9883803794826325,1
1,0,0,0,-0.5851984004382496,0,0.31202922611226586,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.18259900401088286,-0.5851984004382496,0.31202922611226586,0.34245716787548586,0
1,0,1,0,-0.5851984004382496,1,0.9966895901807084,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.583261153907205,-0.5851984004382496,0.9966895901807084,0.34245716787548586,1
0,0,0,0,-0.8295205827584317,0,0.4433111891253892,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.36773575594662616,-0.8295205827584317,0.4433111891253892,0.688104397219888,0
0,1,1,0,-0.21871512695797646,1,1.3140928172124378,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,-0.2874119773511833,-0.21871512695797646,1.3140928172124378,0.04783630676024376,0
0,0,1,1,1.1657772395230555,1,1.1944434332004772,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1.3924549683228933,1.1657772395230555,1.1944434332004772,1.3590365721899953,0
0,0,1,0,1.3286586944031769,1,1.4254332162235683,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1.8939142360265275,1.3286586944031769,1.4254332162235683,1.7653339262131544,0
0,0,0,0,0.35136996512244845,0,-1.4876969250676457,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.5227320166737924,0.0,-0.0,0.12346085239015064,0
1,0,1,1,-0.5444780367182193,0,-0.48729513096763954,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2653214962116079,-0.0,-0.0,0.29645633246852654,0
0,0,0,0,-1.2367242199587352,1,-0.5221928679711283,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6458085673096085,-0.0,-0.0,1.529486796232542,0
1,1,1,0,-1.2367242199587352,1,0.7341256641544608,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.9079109893531139,-1.2367242199587352,0.7341256641544608,1.529486796232542,0
0,0,1,1,-1.1552834925186746,1,-1.4893587220678117,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7206315460436514,-0.0,-0.0,1.3346799480861464,1
1,0,1,1,-0.30015585439803716,0,-0.3477041829536853,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.10436544611223485,-0.0,-0.0,0.09009353692941569,1
1,0,1,1,1.125056875803025,0,0.8703930181680831,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0.9792416497409492,1.125056875803025,0.8703930181680831,1.2657529737916633,1
0,0,1,0,-0.9924020376385531,1,0.6792863631489789,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.6741251709291288,-0.9924020376385531,0.6792863631489789,0.984861804309152,0
1,1,1,0,1.6137012404433893,0,0.6543594081464871,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1.0559405886217883,0.0,0.0,2.6040316934085332,0
1,0,0,0,-1.1145631287986442,1,-0.29785027294870164,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.3319729321312351,-0.0,-0.0,1.242250968077423,0
1,0,0,1,-1.318164947398796,0,-1.479387940066815,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.9500773262005864,-0.0,-0.0,1.7375588285508705,0
0,0,1,0,1.0843365120829946,1,0.5480044001358552,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.5942211798494469,1.0843365120829946,0.5480044001358552,1.1757856714363144,0
0,0,1,0,1.4508197855632678,0,-1.2949284730483754,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.878707849587814,0.0,-0.0,2.1048780501818465,0
1,0,1,1,0.880734693482843,1,-1.3530913680541898,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.1917145112974876,0.0,-0.0,0.7756936003043173,0
1,0,0,0,-0.4223169455581282,0,-1.477726143066649,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.6240687911113008,-0.0,-0.0,0.17835160250554702,0
0,0,1,0,0.6771328748826912,1,-0.4191614539608286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2838280003605047,0.0,-0.0,0.4585089302468984,0
0,0,1,1,0.758573602322752,1,0.47820892612887816,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.3627566677564779,0.758573602322752,0.47820892612887816,0.5754339101409166,0
0,0,1,1,-0.5444780367182193,0,-1.3015756610490399,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.7086793605681997,-0.0,-0.0,0.29645633246852654,0
0,0,0,1,-1.2367242199587352,0,0.5247392421335293,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.6489577299093269,-1.2367242199587352,0.5247392421335293,1.529486796232542,0
0,0,1,1,-0.748079855318371,0,-1.502653098069141,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.1241045121972648,-0.0,-0.0,0.5596234699331548,0
1,1,1,0,1.002895784642934,1,-0.6617838159850825,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.6637001993963544,0.0,-0.0,1.0057999548545664,1
1,0,1,1,1.6137012404433893,1,1.0963974101906757,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1.769257860843613,1.6137012404433893,1.0963974101906757,2.6040316934085332,0
0,0,0,0,1.247217966963116,0,1.1047063951915064,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1.377809664301903,1.247217966963116,1.1047063951915064,1.5555526571156084,0
0,0,0,0,-1.1552834925186746,1,-0.012021188920128179,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.013887881119872476,-0.0,-0.0,1.3346799480861464,0
1,0,1,0,-0.62591876415828,0,0.001273187081200524,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,-0.0007969116844073196,-0.0,0.0,0.3917742993254285,0
1,0,0,0,-1.0738427650786138,1,0.684271754149477,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.7348002725410678,-1.0738427650786138,0.684271754149477,1.1531382841116828,1
1,0,0,0,0.9621754209229036,1,0.9867188081797118,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0.94939658459286,0.9621754209229036,0.9867188081797118,0.9257815406281668,1
0,0,1,1,-0.7888002190384014,0,0.7839795741594444,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.6184032598186023,-0.7888002190384014,0.7839795741594444,0.6222057855550299,1
0,0,1,0,-1.0738427650786138,1,-0.518869273970796,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5571840158751323,-0.0,-0.0,1.1531382841116828,1
1,0,1,0,1.5729808767233588,1,0.9468356801757247,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1.4893544183157692,1.5729808767233588,0.9468356801757247,2.4742688385373866,0
1,0,1,0,-0.9109613101984924,0,-1.5009913010689746,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.3673450022183329,-0.0,-0.0,0.8298505086785538,0
0,1,1,1,1.6137012404433893,1,0.7740087921584478,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1.2490189480201765,0.0,0.0,2.6040316934085332,0
0,0,1,0,1.4915401492832983,1,-1.3231790220511994,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.9735746360787745,0.0,-0.0,2.2246920169240436,0
1,0,0,0,-1.2774445836787656,0,-1.4843733310673135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.8962046719291468,-0.0,-0.0,1.6318646643702146,0
1,0,1,1,0.5956921474426305,0,0.8404806721650927,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.5006677364860497,0.5956921474426305,0.8404806721650927,0.3548491345248127,1
1,0,1,0,1.125056875803025,1,-1.4710789550659844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.655047493246115,0.0,-0.0,1.2657529737916633,0
1,0,0,1,-1.2367242199587352,0,-1.5126238800701375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.8706985881706961,-0.0,-0.0,1.529486796232542,0
0,0,0,0,-1.2367242199587352,1,1.0382345151848615,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,-1.2840097709262335,-1.2367242199587352,1.0382345151848615,1.529486796232542,1
1,0,0,0,0.8400143297628127,1,-0.613591702980265,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.5154258231269901,0.0,-0.0,0.7056240742068673,0
1,0,1,1,0.06632741908223598,1,0.8404806721650927,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.055746913773213495,0.06632741908223598,0.8404806721650927,0.004399326522110562,0
1,0,1,1,1.125056875803025,1,0.03617092408468901,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0.040694346845628615,0.0,0.0,1.2657529737916633,0
0,1,0,0,0.9214550572028734,1,1.1761636661986499,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1.083781958317018,0.9214550572028734,1.1761636661986499,0.8490794224447507,1
1,0,1,1,0.8400143297628127,1,0.9235705221733989,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0.7758124731721785,0.8400143297628127,0.9235705221733989,0.7056240742068673,1
1,0,0,0,-1.1145631287986442,1,0.17410007509847744,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,-0.19404552442583795,-0.0,0.0,1.242250968077423,0
1,0,0,0,1.002895784642934,1,-0.3659839499555126,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,-0.3670437606573541,0.0,-0.0,1.0057999548545664,1
1,0,1,1,-1.2774445836787656,1,-0.62854787598176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8029350797556918,-0.0,-0.0,1.6318646643702146,0
0,0,0,0,1.1657772395230555,0,0.720831288153132,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0.8403287092650064,0.0,0.0,1.3590365721899953,0
1,1,1,1,0.22920887396235737,0,1.2093996062019723,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0.2772051219080725,0.22920887396235737,1.2093996062019723,0.052536707903091825,1
0,0,0,0,1.125056875803025,1,1.3356961782145975,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1.5027341692841556,1.125056875803025,1.3356961782145975,1.2657529737916633,0
0,0,1,1,0.7178532386027215,0,-1.4827115340671475,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.0643692766437114,0.0,-0.0,0.5153132721724158,0
0,0,1,1,-0.9516816739185228,1,-0.31446824295036285,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.29927366384521803,-0.0,-0.0,0.9056980084723615,0
0,0,1,1,1.5729808767233588,0,-1.4976677070686424,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-2.355802662905096,0.0,-0.0,2.4742688385373866,0
0,0,1,0,0.5549717837226001,1,-0.018668376920792765,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,-0.010360422438938182,0.0,-0.0,0.30799368072824446,0
1,0,1,1,0.10704778280226633,1,1.5018758782312098,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.16077248280885756,0.10704778280226633,1.5018758782312098,0.011459227802881188,1
